application_id,is_oss,gas_fees,transaction_count,trusted_transaction_count,trusted_transaction_share,trusted_users_onboarded,daily_active_addresses,trusted_daily_active_users,monthly_active_addresses,trusted_monthly_active_users,recurring_addresses,trusted_recurring_users,power_user_addresses,openrank_trusted_users_count,log_gas_fees,log_transaction_count,log_trusted_transaction_count
2zEzY32slzJJWUyPMElMOWuczCBWRl7EZdeR8Kz8i-Q=,False,0.0262328876,3306.0,349.0,0.1055656382,1.0,10.37295082,1.233606557,189.8765432,24.32098765,85.0,15.0,717.0,6.0,0.01124592834,3.519434195,2.544068044
XSDgPwFuQVcj57ARcKTGrm2w80KKlqJxaBWF6jZqe7w=,False,26.53959742,789210.0,18156.0,0.02300528376,277.0,1524.05,29.68032787,32173.46,513.2098765,16562.0,274.0,11343.0,62.0,1.439957587,5.89719313,4.259044094
cUYiKW4fvU0EitC8ndH9amB3y3wlwxp8Fgp4fIzJXyI=,False,0.04562037888,5814.0,2554.0,0.4392844857,22.0,15.32377049,6.672131148,265.6790123,109.1358025,80.0,44.0,1050.0,78.0,0.01937403895,3.764549719,3.407390904
z8tthwrZkWh__i4RMQgeCDItQczDDToA956uivAsPBE=,False,0.4995053673,16007.0,680.0,0.04248141438,47.0,45.8852459,2.405737705,1193.95,60.24691358,35.0,4.0,1255.0,41.0,0.1759480246,4.204337076,2.833147112
K3XwWcHnGuoik2XEbnqgku5jl6s-agyNWXVPnc9qbt4=,False,0.09909880639,1333.0,614.0,0.4606151538,14.0,3.737704918,1.62295082,92.34567901,39.01234568,11.0,10.0,266.0,64.0,0.04103673623,3.12515583,2.788875116
FdCd2urr-h9ej31OQ7lEzyjwrqvNiKkzbbGbfV8snfo=,False,0.00484064008,220.0,87.0,0.0,4.0,0.7745901639,0.25,22.4691358,6.913580247,3.0,3.0,73.0,7.0,0.002097191486,2.344392274,1.944482672
lq6YieTSPvSZ30Ko754V8VQMqVYbi5GAR928Y8Jok88=,False,0.04874085182,1777.0,576.0,0.324141812,21.0,5.147540984,1.672131148,122.2222222,38.64197531,18.0,10.0,321.0,37.0,0.0206681855,3.249931757,2.761175813
jEwXVxDdBJ7TGKYlbAWvoLKqCjFY_iuzY7PabwtIoF8=,False,0.02748661063,1268.0,255.0,0.2011041009,4.0,3.930327869,0.7090163934,110.2469136,18.7654321,7.0,3.0,217.0,11.0,0.01177617121,3.103461622,2.408239965
6lg5zQJ4GYDjvO5NvVAfPBWuxNgOeEcLAfcL01ws5Us=,True,1.743565994,270552.0,70569.0,0.2608334073,388.0,699.045082,158.4877049,3404.44,1018.02,2490.0,769.0,6047.0,638.0,0.4383154113,5.432252354,4.848620117
EBGuilPthpdMOlNWYPk9oqVOOlRLkK_goRnRRDjMRMg=,False,0.1078332353,13613.0,2026.0,0.1488283259,28.0,38.19672131,6.155737705,599.6296296,88.14814815,310.0,59.0,1499.0,38.0,0.04447438996,4.133985746,3.306853749
LNQR7by2d4x_GcRrl47_US9ZJ1j12JkObQoxSG6oUlM=,False,0.001702273955,458.0,34.0,0.0,2.0,0.9918032787,0.1147540984,25.18518519,3.086419753,7.0,0.0,25.0,1.0,0.0007386596631,2.661812686,1.544068044
xGlgorYroSBvnL8aSeh_jNsdOZD7vyPX6kJRv5tIQPk=,False,5.89467695,152922.0,14341.0,0.09377983547,328.0,323.2745902,42.65163934,6189.01,1030.99,3311.0,364.0,12116.0,139.0,0.8385139221,5.184472809,4.156609718
11awWpg5oXXnNqdmx79GbUOXhE5puhu9dQYnKb_4aoA=,False,0.3297025268,30454.0,5182.0,0.1701582715,56.0,89.13934426,14.5204918,592.5925926,90.37037037,636.0,89.0,518.0,56.0,0.123754494,4.483658604,3.714581209
oj9ThrFF3vIYbKto6vxshHVZ5l5FDoKvZ5lxZOrQtOg=,False,,,,,,,,,,,,,,,,
m3u9RgYlYchemnTKZDZSZV9xLGReVz_KGG5sV0tIrUE=,True,7.090686085,1008652.0,203061.0,0.2013191864,361.0,1954.63,304.3196721,18467.78,2072.22,11532.0,2027.0,15096.0,323.0,0.9079853511,6.003741785,5.307628659
R557uIAkqgPzgzpItTOy1G3hq6JGvQEpWqXxib2qqPU=,True,0.1146747997,5190.0,1812.0,0.349132948,2.0,21.15983607,7.401639344,636.4197531,222.7160494,314.0,177.0,1514.0,51.0,0.0471481828,3.715251029,3.258397804
AMs11l6c3oONHu7hA9AeXzEamcuHp7cIEfUt0mRN8g8=,True,1.325084977,15199.0,8960.0,0.5895124679,103.0,28.70901639,17.39754098,361.4814815,181.3580247,199.0,139.0,764.0,336.0,0.3664388301,4.181843588,3.952356477
SV5kdZqv7HuVnB0A9hgFHPi3lubBZ0Tiu0zZS-XMZ-A=,False,0.007315097235,1284.0,217.0,0.1690031153,15.0,3.795081967,0.7868852459,94.44444444,19.62962963,21.0,7.0,154.0,14.0,0.003165343031,3.108903128,2.338456494
CHy1KZOLAqhXO99_db3D9MHcmvVfzROzLn_3Oar-A_M=,False,0.6921549979,112930.0,19310.0,0.1709908793,29.0,462.0491803,78.79918033,13836.3,2357.78,1.0,0.0,18980.0,93.0,0.228440141,5.052813174,4.285804764
XyKL4912vsx41aNjTJDLDexSgi4_BcPkilZ8twJlqxI=,True,0.0621739444,9287.0,4178.0,0.449876171,338.0,30.38934426,13.2704918,878.7654321,378.1481481,29.0,22.0,4883.0,120.0,0.02619564378,3.967922207,3.621072371
1mBkagpZ6JI5aGrhKsfnb7_M1rtz8N6nraFghzTJs-w=,False,2.879917674,18039.0,688.0,0.0,2.0,15.56967213,0.2786885246,146.6666667,1.975308642,47.0,0.0,13.0,1.0,0.5888225107,4.256236533,2.838219222
6fLsB5BZHfI1tPdWILgHSAWF6hcYpycAlU9B8PQxziU=,False,0.1676647199,22773.0,4077.0,0.1790277961,7.0,30.62295082,7.655737705,761.9753086,185.9259259,151.0,52.0,1818.0,29.0,0.06731815853,4.357439316,3.610447221
G9PrA-VHfqLNLSKcm8jZ_FF4Ezts2WbqyXZofndRGIM=,False,3.265631084,69540.0,16839.0,0.2421484038,1233.0,240.4877049,52.01639344,6069.88,1231.36,1735.0,534.0,6878.0,312.0,0.6299832924,4.842240932,4.226342087
9uUkCzYhzkjCVhwMmQzAGZKSCoGDY0fHo8mksrypvZk=,False,3.844745296,531322.0,70974.0,0.1335800136,1562.0,808.1762295,111.3032787,19645.56,2681.23,3881.0,995.0,34423.0,154.0,0.6852709497,5.725358616,4.851105401
HW-DsDcsApBwqtMlSu8S7BpNvtLdq5jvBrJD7kxz7pM=,True,0.2451532492,38783.0,7682.0,0.1980764768,64.0,15.23360656,6.795081967,302.962963,110.3703704,45.0,30.0,652.0,222.0,0.09522280622,4.588652598,3.885530833
Tli7Vb3hGsndPD3Kju2N-xrhi8VSTbV-h87_GNZPAY0=,True,0.4880413484,1579.0,68.0,0.0,1.0,3.147540984,0.04098360656,74.32098765,0.987654321,27.0,1.0,6.0,1.0,0.1726149992,3.198657087,1.838849091
2RLtAczfQSjDKdV6oH7AQPeq6lA7MARoqnCIi0aDQGA=,True,0.03945207795,29841.0,6812.0,0.2282765323,277.0,51.71721311,16.88934426,1465.43,470.1234568,15.0,7.0,5137.0,274.0,0.01680447177,4.474827926,3.833338389
UsLiYpuh5exI0XENoG3FGM-UhRSf6Xbis8NvjvwMh5w=,False,0.004814843074,2208.0,517.0,0.2341485507,9.0,7.901639344,1.37295082,232.2222222,39.13580247,0.0,0.0,552.0,34.0,0.002086041817,3.344195716,2.71432976
yMULOeiMRNMKdE8bNom7IBJ8-QBLPSfNbPlva9xRQnM=,False,0.2590237614,24175.0,3264.0,0.1350155119,42.0,51.62295082,6.725409836,1478.27,188.0246914,25.0,6.0,2712.0,22.0,0.1000339266,4.383384447,3.513883186
ilCVJncB9VSleHEsrO8AfR-Wp5AzVILt14KaSjKt5vg=,False,12.13913883,130693.0,14867.0,0.1137551361,550.0,486.1557377,54.48770492,13566.91,1424.44,3377.0,942.0,10571.0,124.0,1.118566902,5.11625565,4.172252552
viUcpRzCFYZUuCyABVcLzx6QMpmB07MqM0WzOi63irc=,False,0.1392065463,8679.0,87.0,0.0,2.0,21.59016393,0.1844262295,550.2469136,4.567901235,13.0,1.0,104.0,0.0,0.0566024719,3.938519725,1.944482672
57ErQ5loSD9BlgJCB1nUOKthiQC6uxZ6ZESdKngaphM=,False,0.6002073172,4060.0,824.0,0.202955665,5.0,12.41803279,2.668032787,334.3209877,71.48148148,71.0,23.0,865.0,15.0,0.204176252,3.608632989,2.916453949
iCKGtNOhEODQBvv6hcfWklD3P_3tOipTR10x1Yx-qkg=,False,3.595265483,165476.0,15543.0,0.09392902898,55.0,198.0163934,22.14344262,3296.79,341.8518519,1555.0,279.0,3927.0,19.0,0.662310607,5.218737639,4.191562788
EpyFRGSu1FdYCAqyEwPN75u6OvLagSubepe_9JlZpS8=,True,0.1502769371,6012.0,37.0,0.0,3.0,1.086065574,0.1229508197,7.037037037,3.333333333,1.0,0.0,7.0,17.0,0.06080241235,3.779091204,1.579783597
N9ZJMr7cubfbHQkJNvmu09gV8IqsWdjgecVckxE0oQg=,True,0.01748947753,1158.0,14.0,0.0,1.0,3.024590164,0.05737704918,64.56790123,1.358024691,16.0,0.0,5.0,2.0,0.007529926619,3.064083436,1.176091259
tB-dgPdkZ4WHHVl_DQHupA0FQvK9HnjZYKk03SX9eow=,False,0.04208021165,1043.0,46.0,0.0,2.0,3.37295082,0.1885245902,98.14814815,5.679012346,1.0,0.0,53.0,2.0,0.01790114903,3.018700499,1.672097858
c0vlYkUjRRUSR6rViR2oroji-OWVkNcDTP4xB3VzHz0=,False,0.5965058724,29000.0,1465.0,0.05051724138,43.0,52.57786885,2.581967213,1404.2,58.7654321,126.0,8.0,1409.0,3.0,0.2031705203,4.462412973,3.16613397
Pd1nJQpl0CJtT2ZEshvdSWhte-VGn_Vpg6z1m_t1YLA=,False,8.899988148,150529.0,27704.0,0.1840442705,1817.0,466.4672131,85.25,10805.93,2010.74,471.0,299.0,13298.0,1313.0,0.9956346747,5.177623062,4.442558154
sWvuYt3_OdvFB3_iAAvn9xIwB1HnbxCT1C0gdqY5Q0E=,False,0.1717251709,38731.0,3848.0,0.09935194031,50.0,137.1188525,13.62704918,3592.1,299.2592593,1107.0,211.0,3978.0,73.0,0.06882575951,4.588069923,3.585347911
GVboljZKY6m9JBjDCnrT0lUfAe28t1W5UFNJRIH-xfY=,False,0.2969988715,15211.0,904.0,0.05943067517,67.0,19.94262295,3.274590164,548.3950617,85.43209877,0.0,0.0,883.0,21.0,0.1129395982,4.182186317,2.956648579
C7BwxmGX6YkIhp8TXYzUTE7qrXGoKjuP8qpRa3uVhUQ=,False,4.411599702,2559757.0,286229.0,0.1118188172,1499.0,8389.14,952.9631148,64144.2,4195.43,52520.0,4741.0,33998.0,144.0,0.7333256642,6.408198909,5.456715151
bWDt_ZpCEksmGSMxE9w09b16jmMYKVSdkbvHTRQR6Jo=,True,0.4877926753,1013.0,0.0,0.0,0.0,0.1147540984,0.0,0.4938271605,0.0,0.0,0.0,0.0,0.0,0.1725424163,3.006037955,0.0
RqVUBinw3duaIfMSf1k8NTF64DNV5Ic9todEMGTRHR8=,False,4.880903642,230493.0,13903.0,0.06031853462,662.0,259.1557377,37.18442623,6178.15,872.8395062,1428.0,262.0,10514.0,252.0,0.7694440636,5.362659625,4.143139759
